feature_index,feature_name,matrix_block,family,subfamily,source_column_or_encoder,transform,used_in_main_I_LightGBM_Dense_AF,note
381,gold_primary_patch_dir__sympy/utilities,dense,dense_one_hot,structured_gold_answer_categorical,gold_primary_patch_dir,standardized numeric / bool cast / one-hot categorical,yes,
382,gold_primary_patch_dir__xarray/coding,dense,dense_one_hot,structured_gold_answer_categorical,gold_primary_patch_dir,standardized numeric / bool cast / one-hot categorical,yes,
383,gold_primary_patch_dir__xarray/core,dense,dense_one_hot,structured_gold_answer_categorical,gold_primary_patch_dir,standardized numeric / bool cast / one-hot categorical,yes,
384,model_id__20250726_mini-v1.0.0_gemini-2.5-flash,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
385,model_id__20250807_mini-v1.7.0_gpt-5,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
386,model_id__20250807_mini-v1.7.0_gpt-5-mini,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
387,model_id__20250807_mini-v1.7.0_gpt-5-nano,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
388,model_id__20250822_mini-v1.9.1_glm-4.5,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
389,model_id__20250929_mini-v1.13.3_sonnet-4-5-20250929,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
390,model_id__20251118_mini-v1.15.0_gemini-3-pro-preview-20251118,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
391,model_id__20251120_mini-v1.15.0_gpt-5.1-2025-11-13,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
392,model_id__20251124_mini-v1.16.0_claude-opus-4-5-20251101,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
393,model_id__20251124_mini-v1.16.0_gpt-5.1-codex,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
394,model_id__20251201_mini-v1.17.1_glm-4.6,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
395,model_id__20251209_mini-v1.17.2_devstral-2512,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
396,model_id__20251209_mini-v1.17.2_devstral-small-2512,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
397,model_id__20251211_mini-v1.17.2_gpt-5.2-2025-12-11,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
398,model_id__20251211_mini-v1.17.2_gpt-5.2-2025-12-11-high,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
399,model_id__20260217_mini-v2.0.0_claude-4-6-opus,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
400,model_id__20260226_mini-v2.0.0_gemini-3-pro-high,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
401,model_id____MISSING__,dense,dense_one_hot,model_id_one_hot_masked,model_id,standardized numeric / bool cast / one-hot categorical,yes,"Included by the shared FeatureEngineer, but main training masks model_id to __MISSING__ for train/valid/test; concrete agent identity columns are zero."
402,tfidf_task_prompt__svd_0,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
403,tfidf_task_prompt__svd_1,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
404,tfidf_task_prompt__svd_2,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
405,tfidf_task_prompt__svd_3,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
406,tfidf_task_prompt__svd_4,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
407,tfidf_task_prompt__svd_5,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
408,tfidf_task_prompt__svd_6,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
409,tfidf_task_prompt__svd_7,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
410,tfidf_task_prompt__svd_8,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
411,tfidf_task_prompt__svd_9,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
412,tfidf_task_prompt__svd_10,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
413,tfidf_task_prompt__svd_11,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
414,tfidf_task_prompt__svd_12,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
415,tfidf_task_prompt__svd_13,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
416,tfidf_task_prompt__svd_14,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
417,tfidf_task_prompt__svd_15,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
418,tfidf_task_prompt__svd_16,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
419,tfidf_task_prompt__svd_17,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
420,tfidf_task_prompt__svd_18,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
421,tfidf_task_prompt__svd_19,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
422,tfidf_task_prompt__svd_20,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
423,tfidf_task_prompt__svd_21,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
424,tfidf_task_prompt__svd_22,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
425,tfidf_task_prompt__svd_23,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
426,tfidf_task_prompt__svd_24,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
427,tfidf_task_prompt__svd_25,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
428,tfidf_task_prompt__svd_26,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
429,tfidf_task_prompt__svd_27,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
430,tfidf_task_prompt__svd_28,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
431,tfidf_task_prompt__svd_29,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
432,tfidf_task_prompt__svd_30,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
433,tfidf_task_prompt__svd_31,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
434,tfidf_task_prompt__svd_32,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
435,tfidf_task_prompt__svd_33,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
436,tfidf_task_prompt__svd_34,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
437,tfidf_task_prompt__svd_35,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
438,tfidf_task_prompt__svd_36,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
439,tfidf_task_prompt__svd_37,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
440,tfidf_task_prompt__svd_38,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
441,tfidf_task_prompt__svd_39,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
442,tfidf_task_prompt__svd_40,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
443,tfidf_task_prompt__svd_41,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
444,tfidf_task_prompt__svd_42,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
445,tfidf_task_prompt__svd_43,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
446,tfidf_task_prompt__svd_44,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
447,tfidf_task_prompt__svd_45,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
448,tfidf_task_prompt__svd_46,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
449,tfidf_task_prompt__svd_47,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
450,tfidf_task_prompt__svd_48,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
451,tfidf_task_prompt__svd_49,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
452,tfidf_task_prompt__svd_50,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
453,tfidf_task_prompt__svd_51,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
454,tfidf_task_prompt__svd_52,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
455,tfidf_task_prompt__svd_53,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
456,tfidf_task_prompt__svd_54,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
457,tfidf_task_prompt__svd_55,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
458,tfidf_task_prompt__svd_56,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
459,tfidf_task_prompt__svd_57,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
460,tfidf_task_prompt__svd_58,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
461,tfidf_task_prompt__svd_59,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
462,tfidf_task_prompt__svd_60,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
463,tfidf_task_prompt__svd_61,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
464,tfidf_task_prompt__svd_62,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
465,tfidf_task_prompt__svd_63,tfidf_task_prompt,tfidf_svd,task_prompt_tfidf_svd,task_prompt_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
466,tfidf_prefix_action__svd_0,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
467,tfidf_prefix_action__svd_1,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
468,tfidf_prefix_action__svd_2,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
469,tfidf_prefix_action__svd_3,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
470,tfidf_prefix_action__svd_4,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
471,tfidf_prefix_action__svd_5,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
472,tfidf_prefix_action__svd_6,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
473,tfidf_prefix_action__svd_7,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
474,tfidf_prefix_action__svd_8,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
475,tfidf_prefix_action__svd_9,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
476,tfidf_prefix_action__svd_10,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
477,tfidf_prefix_action__svd_11,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
478,tfidf_prefix_action__svd_12,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
479,tfidf_prefix_action__svd_13,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
480,tfidf_prefix_action__svd_14,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
481,tfidf_prefix_action__svd_15,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
482,tfidf_prefix_action__svd_16,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
483,tfidf_prefix_action__svd_17,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
484,tfidf_prefix_action__svd_18,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
485,tfidf_prefix_action__svd_19,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
486,tfidf_prefix_action__svd_20,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
487,tfidf_prefix_action__svd_21,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
488,tfidf_prefix_action__svd_22,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
489,tfidf_prefix_action__svd_23,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
490,tfidf_prefix_action__svd_24,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
491,tfidf_prefix_action__svd_25,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
492,tfidf_prefix_action__svd_26,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
493,tfidf_prefix_action__svd_27,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
494,tfidf_prefix_action__svd_28,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
