feature_index,feature_name,matrix_block,family,subfamily,source_column_or_encoder,transform,used_in_main_I_LightGBM_Dense_AF,note
608,tfidf_last_action__svd_14,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
609,tfidf_last_action__svd_15,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
610,tfidf_last_action__svd_16,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
611,tfidf_last_action__svd_17,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
612,tfidf_last_action__svd_18,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
613,tfidf_last_action__svd_19,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
614,tfidf_last_action__svd_20,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
615,tfidf_last_action__svd_21,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
616,tfidf_last_action__svd_22,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
617,tfidf_last_action__svd_23,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
618,tfidf_last_action__svd_24,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
619,tfidf_last_action__svd_25,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
620,tfidf_last_action__svd_26,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
621,tfidf_last_action__svd_27,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
622,tfidf_last_action__svd_28,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
623,tfidf_last_action__svd_29,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
624,tfidf_last_action__svd_30,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
625,tfidf_last_action__svd_31,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
626,tfidf_last_action__svd_32,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
627,tfidf_last_action__svd_33,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
628,tfidf_last_action__svd_34,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
629,tfidf_last_action__svd_35,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
630,tfidf_last_action__svd_36,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
631,tfidf_last_action__svd_37,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
632,tfidf_last_action__svd_38,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
633,tfidf_last_action__svd_39,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
634,tfidf_last_action__svd_40,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
635,tfidf_last_action__svd_41,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
636,tfidf_last_action__svd_42,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
637,tfidf_last_action__svd_43,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
638,tfidf_last_action__svd_44,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
639,tfidf_last_action__svd_45,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
640,tfidf_last_action__svd_46,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
641,tfidf_last_action__svd_47,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
642,tfidf_last_action__svd_48,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
643,tfidf_last_action__svd_49,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
644,tfidf_last_action__svd_50,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
645,tfidf_last_action__svd_51,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
646,tfidf_last_action__svd_52,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
647,tfidf_last_action__svd_53,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
648,tfidf_last_action__svd_54,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
649,tfidf_last_action__svd_55,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
650,tfidf_last_action__svd_56,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
651,tfidf_last_action__svd_57,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
652,tfidf_last_action__svd_58,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
653,tfidf_last_action__svd_59,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
654,tfidf_last_action__svd_60,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
655,tfidf_last_action__svd_61,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
656,tfidf_last_action__svd_62,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
657,tfidf_last_action__svd_63,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
658,tfidf_last_feedback__svd_0,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
659,tfidf_last_feedback__svd_1,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
660,tfidf_last_feedback__svd_2,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
661,tfidf_last_feedback__svd_3,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
662,tfidf_last_feedback__svd_4,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
663,tfidf_last_feedback__svd_5,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
664,tfidf_last_feedback__svd_6,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
665,tfidf_last_feedback__svd_7,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
666,tfidf_last_feedback__svd_8,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
667,tfidf_last_feedback__svd_9,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
668,tfidf_last_feedback__svd_10,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
669,tfidf_last_feedback__svd_11,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
670,tfidf_last_feedback__svd_12,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
671,tfidf_last_feedback__svd_13,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
672,tfidf_last_feedback__svd_14,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
673,tfidf_last_feedback__svd_15,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
674,tfidf_last_feedback__svd_16,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
675,tfidf_last_feedback__svd_17,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
676,tfidf_last_feedback__svd_18,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
677,tfidf_last_feedback__svd_19,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
678,tfidf_last_feedback__svd_20,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
679,tfidf_last_feedback__svd_21,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
680,tfidf_last_feedback__svd_22,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
681,tfidf_last_feedback__svd_23,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
682,tfidf_last_feedback__svd_24,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
683,tfidf_last_feedback__svd_25,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
684,tfidf_last_feedback__svd_26,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
685,tfidf_last_feedback__svd_27,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
686,tfidf_last_feedback__svd_28,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
687,tfidf_last_feedback__svd_29,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
688,tfidf_last_feedback__svd_30,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
689,tfidf_last_feedback__svd_31,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
690,tfidf_last_feedback__svd_32,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
691,tfidf_last_feedback__svd_33,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
692,tfidf_last_feedback__svd_34,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
693,tfidf_last_feedback__svd_35,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
694,tfidf_last_feedback__svd_36,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
695,tfidf_last_feedback__svd_37,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
696,tfidf_last_feedback__svd_38,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
697,tfidf_last_feedback__svd_39,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
698,tfidf_last_feedback__svd_40,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
699,tfidf_last_feedback__svd_41,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
700,tfidf_last_feedback__svd_42,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
701,tfidf_last_feedback__svd_43,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
702,tfidf_last_feedback__svd_44,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
703,tfidf_last_feedback__svd_45,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
704,tfidf_last_feedback__svd_46,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
705,tfidf_last_feedback__svd_47,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
706,tfidf_last_feedback__svd_48,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
707,tfidf_last_feedback__svd_49,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
708,tfidf_last_feedback__svd_50,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
709,tfidf_last_feedback__svd_51,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
710,tfidf_last_feedback__svd_52,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
711,tfidf_last_feedback__svd_53,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
712,tfidf_last_feedback__svd_54,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
713,tfidf_last_feedback__svd_55,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
714,tfidf_last_feedback__svd_56,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
715,tfidf_last_feedback__svd_57,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
716,tfidf_last_feedback__svd_58,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
717,tfidf_last_feedback__svd_59,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
718,tfidf_last_feedback__svd_60,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
719,tfidf_last_feedback__svd_61,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
720,tfidf_last_feedback__svd_62,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
721,tfidf_last_feedback__svd_63,tfidf_last_feedback,tfidf_svd,feedback_text_tfidf_svd,last_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
